Reaction_ID,Reaction_name,Subsystem
PSYTDECHe,"Binding of psyllium with taurodeoxycholate in the intestinal lumen, reducing serum cholsterol levels.",Dietary fiber binding
SBT_Dt,D sorbitol transport via passive diffusion,"Transport, extracellular"
SERATB0tc,Transport of L-Serine into the intestinal cells by ATB0 transporter,"Transport, extracellular"
TAUBETAtc,Transport of taurine into the intestinal cells by beta transport system,"Transport, extracellular"
TAUPAT1c,Transport of taurine into the intestinal cells by PAT1,"Transport, extracellular"
THMATPe,Thiamine exit from the neterocytes,"Transport, extracellular"
THRATB0tc,Transport of L-Threonine into the intestinal cells by ATB0 transporter,"Transport, extracellular"
TRPATB0tc,Transport of L-Tryptophan into the intestinal cells by ATB0 transporter,"Transport, extracellular"
TYRATB0tc,Transport of L-Tyrosine into the intestinal cells by ATB0 transporter,"Transport, extracellular"
VALATB0tc,Transport of L-Valine into the intestinal cells by ATB0 transporter,"Transport, extracellular"
VITEtl,Efflux of alpha-Tocopherol into the lyphatics in chylomicrons,"Transport, extracellular"
VITKtl,Transport of vit K into lymph,"Transport, extracellular"
1a25DHVITD3TRn,"Tanslocation of 1-alpha,25-Dihydroxyvitamin D3 to nucleus","Transport, nuclear"
25HVITD3c,1-alpha hydroxylation of 25-hydroxy vitamin D,Vitamin D metabolism
3AIB_Dtm,Transport of 3aib D into mitochondria,"Transport, mitochondrial"
3HCO3_NAt,Bicarbonate transport (Na/HCO3 1:3 cotransport),"Transport, extracellular"
4ABUTtcn,Transport of GABA,"Transport, nuclear"
4HPROLTASCT1,Exit of hydroxy-proline across the basolateral surface of enterocytes,"Transport, extracellular"
5MTHFt2,5-methyltetrahydrofolate transport via anion exchange,"Transport, extracellular"
ADNK3,Adenosine kinase,Purine synthesis
ADNK4,Adenosine kinase,Purine synthesis
ADNt5,Adenosine transport (1:2 Na/Adn cotransport),"Transport, extracellular"
AHCYStm,S adenosyl L homocysteine reversible transport  mitochondrial,"Transport, mitochondrial"
ALA_DTDe,Exit of D-alanine from the enterocytes,"Transport, extracellular"
AMETtm,S Adenosyl L methionine reversible transport  mitochondrial,"Transport, mitochondrial"
ARACHFATPc,Uptake of arachidate by the enterocytes,"Transport, extracellular"
ASPDTDe,"D-aspartate transport, extracellular","Transport, extracellular"
ASPPROASCT1,Aspartate intake by system ASCT-1 transporter,"Transport, extracellular"
ASPte,Diffusion of aspartate into blood,"Transport, extracellular"
BIDGLCURr,Bilirubin Di-Glucuronide Production,Heme degradation
BTNt3i,Biotin transport via sodium symport,"Transport, extracellular"
CHOLESACATc_1,Esterification of Cholesterol to Cholesterol Ester,Cholesterol metabolism
CHOLESTle_1,Hydrolysis of Cholesterol Ester by Cholesterol Esterase ,"Transport, extracellular"
CHSTEROLtrc,Transport of cholesterol into the cytosol,"Transport, endoplasmic reticular"
CRNtp,Carnitine transport into peroxsiome,"Transport, peroxisomal"
CYSAMOe,"Cysteamine:Oxygen Oxidoreductase, Extracellular","Transport, extracellular"
CYTDt5,Cytidine transport (1:2 Na/cytd cotransport),"Transport, extracellular"
Coqe,Transport of q10,"Transport, extracellular"
DATPtm_cho,Transport of dATP into mitochondria,"Transport, mitochondrial"
DCTPtm_cho,Transport of dCTP into mitochondria,"Transport, mitochondrial"
DGTPtm_cho,Transport of dGTP into mitochondria,"Transport, mitochondrial"
DHAPtm,Dihydroxyacetone phosphate transport  mitochondrial,"Transport, mitochondrial"
DM_1a25dhvitd3_n,Demand for Vitamin D3,Exchange/demand reaction
DM_4abut_n,"Demand for 4-Aminobutanoate, Nuclear",Exchange/demand reaction
DM_5HPET_r,Demand for 5(S)-HPETE ,Exchange/demand reaction
DM_taur_c,Demand for Taurine,Exchange/demand reaction
DM_pe_hs_r,"Demand for Phosphatidylethanolamine, Endoplasmatic Reticulum",Exchange/demand reaction
DM_pmtcoa_r,Demand for Palmitoyl Coenzyme A,Exchange/demand reaction
DPCOAPPe,"Pyrophasphatase (dephospho-CoA, extracellular)",CoA synthesis
DPMVD,Diphosphomevalonate decarboxylase,Squalene and cholesterol synthesis
DSREDUCr,Desmosterol Reductase,Squalene and cholesterol synthesis
DTMPKm,DTMP kinase in mitochondria,Pyrimidine synthesis
DTTPtm_cho,Transport of dTTP into mitochondria,"Transport, mitochondrial"
EX_4hpro_LT_e,Exchange reaction for hydroxy proline,Exchange/demand reaction
EX_alaala_e,D-Alanyl-D-alanine exchange,Exchange/demand reaction
EX_bglc_e,Exchange reaction for beta glucans,Exchange/demand reaction
EX_carn_e,Exchange reaction for carnosine,Exchange/demand reaction
EX_dchac_e,Exchange reaction for deoxycholic acid,Exchange/demand reaction
EX_glgchlo_e,Exchange reaction for beta glucan-glycocholate complex,Exchange/demand reaction
EX_gltcho_e,Exchange reaction for beta glucan-taurocholic acid complex,Exchange/demand reaction
EX_gltdechol_e,Exchange reaction for beta glucan-taurodeoxycholic acid complex,Exchange/demand reaction
EX_glygly_e,Exchange reaction for glycylglycine,Exchange/demand reaction
EX_glysar_e,Exchange reaction for glycylsarcosine,Exchange/demand reaction
EX_gum_e,Exchange reaction for guar gums,Exchange/demand reaction
EX_gumdchac_e,Exchange reaction for guar gum-deoxyxholic acid complex,Exchange/demand reaction
EX_gumgchol_e,Exchange reaction for guar gum-glycocholate complex,Exchange/demand reaction
EX_gumtchol_e,Exchange reaction for guar gum-taurocholic acid complex,Exchange/demand reaction
EX_leugly_e,Exchange reaction for leucylglycine,Exchange/demand reaction
EX_leuleu_e,Exchange reaction for leucylleucine,Exchange/demand reaction
EX_pect_e,Exchange reaction for pectins,Exchange/demand reaction
EX_pectindchac_e,Exchange reaction for pectin-deoxycholic acid complex,Exchange/demand reaction
EX_pectingchol_e,Exchange reaction for pectin-glycocholate complex,Exchange/demand reaction
EX_pectintchol_e,Exchange reaction for pectin-taurocholic acid complex,Exchange/demand reaction
EX_psyl_e,Exchange reaction for psyllium,Exchange/demand reaction
EX_psylchol_e,Exchange reaction for psyllium-glycocholic acid complex,Exchange/demand reaction
EX_psyltchol_e,Exchange reaction for psyllium-taurocholic acid complex,Exchange/demand reaction
EX_psyltdechol_e,Exchange reaction for psyllium-taurodeoxycholic acid complex,Exchange/demand reaction
EX_slfcys_e,Exchange reaction for sulfocysteine,Exchange/demand reaction
EX_tdechola_e,Exchange reaction for Taurodeoxycholic acid,Exchange/demand reaction
EX_cysam_e,Exchange reaction for cysam,Exchange/demand reaction
EX_dpcoa_e,Exchange reaction for dpcoa,Exchange/demand reaction
EX_fmn_e,FMN exchange,Exchange/demand reaction
EX_hyptaur_e,Exchange of hypotaurine,Exchange/demand reaction
EX_oh1_e,OH1 Exchange,Exchange/demand reaction
EX_pan4p_e,Exchange reaction for pan4p,Exchange/demand reaction
EX_ptth_e,Exchange reaction for ptth,Exchange/demand reaction
EX_q10_e,Exchange reaction for ubiquinone,Exchange/demand reaction
EX_q10h2_e,Exchange reaction for ubiquinol,Exchange/demand reaction
FADDPle,FAD diphosphatase,Vitamin B2 metabolism
FADH2ETC,Complex II reaction for respiratory chain,Oxidative phosphorylation
FE2DMT1,Uptake of food iron by DMT1 transporter,"Transport, extracellular"
FE3t,"Ferric iron uptake, plasma membrane","Transport, extracellular"
ACP1e,Acid phosphatase  extracellular  secreted ,"Transport, extracellular"
FOLt2,Folate transport via anion exchange,"Transport, extracellular"
FRDPtcr,Transport of Farnesyl diphosphate into the endoplasmic reticulum,"Transport, endoplasmic reticular"
G6PDH2c,Glucose 6-Phosphate Dehydrogenase,Pentose phosphate pathway
GLU5SAtmc,"Glutamate semi-aldehyde transport, mitochondrial","Transport, mitochondrial"
GLUPROASCT1,Glutamate intake by system ASCT-1 transporter,"Transport, extracellular"
G3PDm,Glycerol 3 phosphate dehydrogenase  FAD   mitochondrial,Oxidative phosphorylation
GLYCt,Glycerol transport via channel,"Transport, extracellular"
GNDc,Phosphogluconate Dehydrogenase,Pentose phosphate pathway
GSNt5,Guanosine transport in via sodium (1:2) symport,"Transport, extracellular"
HYPTROXe,"Hypotaurine Oxidase, Extracellular",Methionine and cysteine metabolism
INSK,Insosine kinase,Purine synthesis
INSt5,Inosine transport in via sodium (1:2) symport,"Transport, extracellular"
IPDDI,Isopentenyl-diphosphate D-isomerase,Squalene and cholesterol synthesis
Kt3r,Potassium transport out via proton antiport,"Transport, extracellular"
LACLt,Lactate transport,"Transport, peroxisomal"
LAPCOAe,Lysosomal Acid Phosphorylase (CoA),CoA catabolism
LEUGLYHYc,Hydrolysis of leucylglycine,"Transport, extracellular"
MAL_Ltx,Transport reaction for malate,"Transport, peroxisomal"
MDHp,Malate dehydrogenase  peroxisomal,Citric acid cycle
MEVK1,Mevalonate kinase  atp ,Squalene and cholesterol synthesis
MTHFR3,5 10 methylenetetrahydrofolatereductase  NADPH ,Folate metabolism
NADtm,"Nad transport, mitochondrial","Transport, mitochondrial"
NADtx,"Nad transport, glycosomal","Transport, peroxisomal"
OCDCAFATPc,Uptake of octadecanoate (n-C18:0) by the enterocytes,"Transport, extracellular"
P5CR,Pyrroline-5-carboxylate reductase,Arginine and proline metabolism
PAN4PPe,"Phosphatase, Extracellular",CoA synthesis
PGLc,6-Phosphogluconolactonase,Pentose phosphate pathway
PHEMEt,Heme transport,"Transport, extracellular"
PMEVK,Phosphomevalonate kinase,Squalene and cholesterol synthesis
PNTEHe,(R)-Pantetheine Amidohydrolase,"Transport, extracellular"
PNTOt5,Pantothenate sodium symporter  II,"Transport, extracellular"
PPItm,"Diphopshate transporter, mitochondrial","Transport, mitochondrial"
PRO_Dtde,"D-proline transport, extracellular","Transport, extracellular"
PTRCtex2,Putrescine excretion  cytosol to extracellular ,"Transport, extracellular"
PTPATe,"Phosphopantetheine Adenylyltransferase, Extracellular","Transport, extracellular"
Q10H2e,Transport of ubiquinol into lymph,"Transport, extracellular"
RPEc,Ribulose 5-Phosphate 3-Epimerase,Pentose phosphate pathway
RTOTAL2FATPc,Uptake of Rtotal2 by enterocytes,"Transport, extracellular"
RTOTALFATPc,Uptake of Rtotal by enterocytes,"Transport, extracellular"
SFCYSc,Formation of sulfocysteine,Methionine and cysteine metabolism
SFCYSe,Exit of sulfocysteine into extra-cellular space,"Transport, extracellular"
SK_5HPET_c,Sink for 5(S)-HPETE,Exchange/demand reaction
SPRMti,Absorption for spermine across the basolateral side,"Transport, extracellular"
TAURt,Taurine transport,"Transport, extracellular"
THMDt5,Thymidine transport (1:2 Na/Thymd cotransport),"Transport, extracellular"
TTDCAFATPc,Uptake of uptake of Hexadecanoate by the enterocytes by the enterocytes,"Transport, extracellular"
URIt5,Uridine transport in via sodium symport (1:2),"Transport, extracellular"
q10h2tc,Transport of ubiquinol into cytosol,"Transport, mitochondrial"
q10tm,Transport of ubiquinone into mitochondria,"Transport, mitochondrial"
34HPPte,Transport of 3-(4-hydroxyphenyl)pyruvate,"Transport, extracellular"
3MOBte,Transport of 3-methyl-2-oxobutanoate,"Transport, extracellular"
3MOPt,3mop reversible trasport,"Transport, extracellular"
4HPRO_LTte,Transport of trans-4-hydroxy-L-proline,"Transport, extracellular"
4MOPte,Transport of 4-methyl-2-oxopentanoate,"Transport, extracellular"
5MTAte,Transport of 5-S-methyl-5-thioadenosine,"Transport, extracellular"
5OXPROt,Transport of 5-oxoprolinate,"Transport, extracellular"
AHCYSte,Transport of S-adenosyl-L-homocysteine,"Transport, extracellular"
AICARte,Transport of 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide(2-),"Transport, extracellular"
ANTHte,Transport of anthranilate,"Transport, extracellular"
CBASPte,Transport of N-carbamoyl-L-aspartate,"Transport, extracellular"
DM_4hpro_LT_m,Demand for Trans-4-Hydroxy-L-Proline,Exchange/demand reaction
DM_Lcystin_c,Demand for L-Cystine,Exchange/demand reaction
DM_anth_c,Demand for Anthranilate,Exchange/demand reaction
DM_fol_c,Demand for Folic Aicd,Exchange/demand reaction
DM_ncam_c,Demand for Nicotinamide,Exchange/demand reaction
DM_pnto__R_c,Demand for (R)-Pantothenate,Exchange/demand reaction
EX_34hpp_e,Exchange of 3-(4-hydroxyphenyl)pyruvate,Exchange/demand reaction
EX_3mob_e,Exchange of 3-methyl-2-oxobutanoate,Exchange/demand reaction
EX_3mop_e,3mop exchange,Exchange/demand reaction
EX_4mop_e,Exchange of 4-methyl-2-oxopentanoate,Exchange/demand reaction
EX_5mta_e,Exchange of 5-S-methyl-5-thioadenosine,Exchange/demand reaction
EX_5oxpro_e,Exchange of 5-oxoprolinate,Exchange/demand reaction
EX_ahcys_e,Exchange of S-adenosyl-L-homocysteine,Exchange/demand reaction
EX_aicar_e,Exchange of 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide(2-),Exchange/demand reaction
EX_anth_e,Exchange of anthranilate,Exchange/demand reaction
EX_cbasp_e,Exchange of N-carbamoyl-L-aspartate,Exchange/demand reaction
MALt,"Malate exchange, diffusion","Transport, extracellular"
OROTGLUt,Orotate-Glutamate Antiport,"Transport, extracellular"
IDOURte,"L-iduronate transport, extracellular","Transport, extracellular"
EX_idour_e,Exchange of L-iduronate,Exchange/demand reaction
5HOXINDOAtr,Transport of 5-Hydroxyindoleacetate ,"Transport, extracellular"
GLYALDtr,Transport of Glyceraldehyde,"Transport, extracellular"
PEPtr,Transport of Phosphoenolpyruvate,"Transport, extracellular"
GUDACtr,Transport of Guanidinoacetic Acid,"Transport, extracellular"
GUDACtr2,Transport of Guanidinoacetic Acid,"Transport, extracellular"
LKYNRtr,Transport of L-Kynurenine,"Transport, extracellular"
LKYNRtr2,Transport of L-Kynurenine,"Transport, extracellular"
LKYNRtr3,Transport of L-Kynurenine,"Transport, extracellular"
BALAPAT1tc2,Transport of 3-Ureidopropionate,"Transport, extracellular"
BALABETAtc2,Transport of 3-Ureidopropionate,"Transport, extracellular"
CALAtr,Transport of 3-Ureidopropionate,"Transport, extracellular"
CRTNtr,Transport of Creatinine,"Transport, extracellular"
KYNATEtr,Transport of Kynurenic Acid,"Transport, extracellular"
KYNATEtr2,Transport of Kynurenic Acid,"Transport, extracellular"
3ANTHRNtr,Transport of 3-Hydroxyanthranilate,"Transport, extracellular"
HKYNRtr,Transport of 3-Hydroxy-L-Kynurenine,"Transport, extracellular"
QULNtr,Transport of Quinolinic Acid,"Transport, extracellular"
2PGtr,Transport of 2-Phospho-D-Glycerate,"Transport, extracellular"
CARNtr,Transport of Carnosine,"Transport, extracellular"
CHOLPtr,Transport of Choline Phosphate,"Transport, extracellular"
CYST_Ltr,Transport of Cystine,"Transport, extracellular"
DCMPtr,Transport of dCMP,"Transport, extracellular"
DHAPtr,Transport of Dihydroxyacetone Phosphate,"Transport, extracellular"
DMGLYtr,Transport of Dimethylglycine,"Transport, extracellular"
ETHAMPtr,Transport of Ethanolamine Phosphate,"Transport, extracellular"
FUMtr,Fumarate transport via diffusion (reversible),"Transport, extracellular"
G3PCt,Glycero 3 phosphocholine transport  extracellular to cytosol ,"Transport, extracellular"
GLCURtr,Transport of D-Glucuronate ,"Transport, extracellular"
ICITtr,Transport of Isocitrate,"Transport, extracellular"
L2AADPtr,Transport of L-2-Aminoadipate,"Transport, extracellular"
XANt,Xanthine reversible transport,"Transport, extracellular"
XMPtr,Transport of XMP,"Transport, extracellular"
XTSNtr,Transport of Xanthosine,"Transport, extracellular"
3PGtr,Transport of 3-Phospho-D-Glycerate,"Transport, extracellular"
UDPGLCURtr, Transport of UDP-Glucuronate,"Transport, extracellular"
IMPtr,Transport of IMP,"Transport, extracellular"
GLYC3tr,Transport of Glycerophosphoric Acid,"Transport, extracellular"
NICRNtr,Transport of Nicotinate D-Ribonucleotide,"Transport, extracellular"
OROT5Ptr,Transport of Orotidylic Acid ,"Transport, extracellular"
EX_2pg_e,D Glycerate 2 phosphate exchange,Exchange/demand reaction
EX_5hoxindoa_e,Exchange of 5-Hydroxyindoleacetate,Exchange/demand reaction
EX_cala_e,Exchange of N-Carbamoyl-Beta-Alaninate,Exchange/demand reaction
EX_cholp_e,Exchange of Choline Phosphate,Exchange/demand reaction
EX_crtn_e,Exchange of Creatinine,Exchange/demand reaction
EX_cyst__L_e,L Cystine exchange,Exchange/demand reaction
EX_dcmp_e,DCMP exchange,Exchange/demand reaction
EX_dmgly_e,"Exchange of N,N-Dimethylglycine",Exchange/demand reaction
EX_ethamp_e,Exchange of Ethanolamine Phosphate,Exchange/demand reaction
EX_g3pc_e,Sn-Glycero-3-phosphocholine exchange,Exchange/demand reaction
EX_glyald_e,D-Glyceraldehyde exchange,Exchange/demand reaction
EX_gudac_e,Exchange of Guanidinoacetic Acid,Exchange/demand reaction
EX_hcys__L_e,L-homocysteine exchange,Exchange/demand reaction
EX_icit_e,Isocitrate exchange,Exchange/demand reaction
EX_kynate_e,Exchange of Kynurenic Acid,Exchange/demand reaction
EX_L2aadp_e,Exchange of L-2-Aminoadipate,Exchange/demand reaction
EX_Lkynr_e,Exchange of L-Kynurenine,Exchange/demand reaction
EX_pep_e,Phosphoenolpyruvate exchange,Exchange/demand reaction
EX_quln_e,Exchange of Quinolinic Acid,Exchange/demand reaction
EX_xmp_e,Xanthosine 5-phosphate exchange,Exchange/demand reaction
EX_xtsn_e,Xanthosine exchange,Exchange/demand reaction
EX_3pg_e,3 Phospho D glycerate exchange,Exchange/demand reaction
EX_3hanthrn_e,Exchange ,Exchange/demand reaction
EX_udpglcur_e,UDP-D-glucuronate exchange,Exchange/demand reaction
EX_hLkynr_e,Exchange ,Exchange/demand reaction
EX_nicrnt_e,Exchange ,Exchange/demand reaction
EX_orot5p_e,Exchange ,Exchange/demand reaction
EX_glyc3p_e,Glycerol 3-phosphate exchange,Exchange/demand reaction
ALAB0AT3tc,Alanine Transport by B0At3,"Transport, extracellular"
ALAPAT4te,Transport of Alanine via Pat4,"Transport, extracellular"
ARACHDFATPtc,Arachidonate (N-C18:1) Transport by FATP,"Transport, extracellular"
ARGB0AT3tc,Arginine Transport by B0At3,"Transport, extracellular"
ASNB0AT3tc,Asparagine Transport by B0At3,"Transport, extracellular"
BETBGTtc,Betaine Transport by Bgt,"Transport, extracellular"
BUTSMCT1,Butyrate Transport by Smct1,"Transport, extracellular"
Clt,Major Facilitator(MFS) TCDB:2.A.1.14.6,"Transport, extracellular"
CRNATBtc,Carnitine Transport by Atb0,"Transport, extracellular"
CYSB0AT3tc,Cysteine Transport by B0At3,"Transport, extracellular"
DHEASABCCte,Dhea Transport by ABCa11,"Transport, extracellular"
DOPAENT4tc,Dopa Transport by Ent4,"Transport, extracellular"
ESTRAABCtc,17Beta-Estradiol 3-Glucosiduronic Acid Transport by ABCa8,"Transport, extracellular"
ESTROSABCCte,Estrone-Sulphate Transport by ABCa11,"Transport, extracellular"
ESTRSABCtc,Estrone-Sulphate Transport by ABCa8,"Transport, extracellular"
FOLABCCte,Folate Transport by ABCa11,"Transport, extracellular"
FOLOAT1tc,Folate Transport by Oat1,"Transport, extracellular"
FOLOAT2tc,Folate Transport by Oats,"Transport, extracellular"
